;;;;;;
;;uid;i;q;sa;real_speaker
;461;1296596524037699595;77543;"preparing to tell 800 supporters in Michigan and a national television audience about his vision for a`` new American dream.'' Former Arkansas <strong> Michael Dale ""Mike"" Huckabee </strong> appeared on NBC's`` Meet the Press'' to describe his quest for <q> a revival of our national soul. </q> <strong> U.S. Senator John McCain </strong> already had a working... <strong> President Barack Hussein Obama II </strong> Scott Brown, seeking to leverage his upcoming memoir for maximum political gain, has asked regulators whether he can intertwine activities related to his book tour with some of his reelection efforts";"['Michael Dale ""Mike"" Huckabee', 'U.S. Senator John McCain', 'President Barack Hussein Obama II']";
;462;1296730853266321925;93276;that he should step down immediately.`` If it turns out that the regime in any way has been sponsoring or tolerating this violence, that would be completely and utterly unacceptable,'' <strong> David William Donald Cameron </strong> said. <q> These are despicable scenes we are seeing and they should not be repeated. </q> German Foreign Minister <strong> Guido Westerwelle </strong> said the outbreak of violence in Cairo raised`` the pressing question as to whether the political leadership in Egypt has understood the necessity of fast democratic rebuilding.'' <strong> Guido Westerwelle </strong> said;['David William Donald Cameron', 'Guido Westerwelle'];
;463;1296268191071499787;130301;"<strong> President Barack Hussein Obama II </strong> excited Democrats in' 08, or the way <strong> Former President George W. Bush </strong> excited Republicans in' 00. As Penny Nance, the CEO of the conservative group Concerned Women for America recently told <a href=""http://bit.ly/i7qwm8""> CBN's <strong> Charles David ""Chuck"" Todd </strong> Brody </a>: <q> Evangelicals want someone with: <strong> Sarah Louise Heath Palin </strong>'s looks and courage, <strong> Timothy James Pawlenty </strong>'s Midwest sensibilities, <strong> Michael Dale ""Mike"" Huckabee </strong>'s heart, <strong> Christopher James ""Chris"" Christie </strong>'s boldness, <strong> Richard John ""Rick"" Santorum </strong>'s moral compass, <strong> Willard Mitt Romney </strong>'s business experience, <strong> Newton Leroy ""Newt"" Gingrich </strong>'s brains, <strong> Piyush Jindal </strong>'s common sense, and <strong> Michael Richard Pence </strong>'s record. </q> Translation: There really isn't a perfect GOP candidate right now.*** An important reminder about' 04: But this also doesn't mean that <strong> President Barack Hussein Obama II </strong> will have an easy race in 2012. Remember,";"['Timothy James Pawlenty', 'Piyush Jindal', 'President Barack Hussein Obama II', 'Sarah Louise Heath Palin', 'Charles David ""Chuck"" Todd', 'Richard John ""Rick"" Santorum', 'Christopher James ""Chris"" Christie', 'Michael Dale ""Mike"" Huckabee', 'Former President George W. Bush', 'Michael Richard Pence', 'Willard Mitt Romney', 'Newton Leroy ""Newt"" Gingrich']";
;464;1296789633034570278;35702;attempts to have <strong> Julian Paul Assange </strong> extradited to the United States, I will do whatever I need to and whatever I can to help stop that, because I find it to be very important to separate these two things. <q> AMY GOODMAN: Can you talk about how this is being covered in Iceland? I'm talking about just how WikiLeaks is being dealt with. In the United States, there is hardly a discussion about the actual documents that have been released. When it's discussed, it's only about what I would call`` Assangination, </q> from character assassination to whether <strong> Julian Paul Assange </strong> should actually be assassinated. It's only about the politics of that, as opposed to the actual information released in the cables or the Iraq or Afghanistan war documents. </blockquote>;['Julian Paul Assange'];
;465;1297378051148979751;93521;<strong> John Andrew Boehner </strong> said Thursday.`` We're going to allow the House to work its will. Leaders are not going to get what they want every day.'' Analysts offer a different take. <q> This is a battle for the soul of the Republican Party, </q> said <strong> Michael Munger </strong>, a political science professor at Duke University. It's a fight between what he called big-government conservatives- who helped drive up spending during the <strong> Former President George W. Bush </strong> era- and the small-government tea party activists;['John Andrew Boehner', 'Former President George W. Bush', 'Michael Munger'];
;466;1295631170146702483;124806;"& search= Search'',`` permaLink'':`` http://www.washingtonpost.com/wp-dyn/content/video/2011/01/21/VI2011012102975.html'',`` showComments'': true,`` duration'':'''',`` mediaQueryString'':`` http://static.washingtonpost.com/wp/swf/OmniPlayer.swf?id=01212011-20v&amp;flvURL=/media/2011/01/21/01212011-20v.m4v&amp;playAds=true&amp;adZone=wpni.video.metro/postnow&amp;canShare=false&amp;jsonURL=http%3A%2F%2Fmedia.washingtonpost.com%2Fmedia%2Fmeta%2F2011%2F01%2F21%2F01212011-20v.jsn''}{`` title'': <q> Post Now, January 20: China protests and a state inauguration </q>,`` description'':`` The Washington Post\'s Anqoinette Crosby breaks down today\'s headlines including protests from The <strong> U.S. Senator John McCain </strong> House, a National Zoo panda announcement, Md.. Gov. O\` Malley\";['U.S. Senator John McCain'];
;467;1297282447243777556;83711;"are a known target of antiabortion groups. <strong> John Andrew Boehner </strong>, who named this bill a top priority for the new Congress, is endorsed by the Republican National Coalition for Life, which requires candidates to prove they <a href=""http://www.huffingtonpost.com/nancy-keenan/just-how-bad-is-boehner-f_b_784854.html""> <q> do not justify abortion </a> for innocent babies who are conceived through rape or incest. </q> By my count, 34 co-sponsors of the bill were also <a href=""http://www.rnclife.org/pac/2010_Primary_PAC_Report.html#report""> endorsed and/or funded by RNCL. </a> It shouldn't be shocking: The goal is no abortions for rape survivors. Because the goal is no abortions";['John Andrew Boehner'];
;468;1296925255014336007;161692;"Young America's Foundation.`` <strong> Sarah Louise Heath Palin </strong> is a soap opera, basically. She's doing mostly what she does to make money and keep her name in the news,'' <strong> Ronald Prescott ""Ron"" Reagan </strong> says. <q> She is not a serious candidate for president and never has been, </q> said <strong> Ronaldas Vilsonas Reiganas </strong>, a political independent whose politics lean left. But former <strong> Ronaldas Vilsonas Reiganas </strong> speechwriter Kenneth Khachigian praised the choice of <strong> Sarah Louise Heath Palin </strong> to discuss <strong> Ronaldas Vilsonas Reiganas </strong>'s legacy. <strong> Sarah Louise Heath Palin </strong> was a teenager when <strong> Ronaldas Vilsonas Reiganas </strong> took office";"['Sarah Louise Heath Palin', 'Ronald Prescott ""Ron"" Reagan', 'Ronaldas Vilsonas Reiganas']";
;469;1297338330064323590;113344;the website after a bitter dispute with <strong> Julian Paul Assange </strong>, writes about his euphoria at its spectacular rise and his disillusionment with a leader he describes as delusional and power-crazed. The Associated Press reviewed a German-language copy of <q> Inside WikiLeaks: My Time with <strong> Julian Paul Assange </strong> at the World's Most Dangerous Website </q> ahead of its release Friday in 16 countries.;['Julian Paul Assange'];
;470;1295070426181321738;13502;"BBC to the fore. There was no presumption of innocence in <strong> Kirsteen Anne ""Kirsty"" Wark </strong>'s Newsnight court in December.`` Why don't you just apologize to the women?'' she demanded of <strong> Julian Paul Assange </strong>, followed by: <q> Do we have your word of honor that you won't abscond? </q> On Radio 4 â";"['Julian Paul Assange', 'Kirsteen Anne ""Kirsty"" Wark', 'John Humphrys']";
;471;1297516754059031565;108607;a conservative media company. He said the only two who even come close- former <strong> Sarah Louise Heath Palin </strong> and Minnesota <strong> Rep. Michelle Bachmann </strong>-`` aren't electable.'' In short, no one is like <strong> Ronaldas Vilsonas Reiganas </strong>. <q> There may not be a next <strong> Ronaldas Vilsonas Reiganas </strong> among you, but we sure as heck are going to make you act like him, </q> Ryan Hecker of the Houston Tea Party Society warned, giving hopefuls a road map for winning over conservatives like him. Stated or not, there's a concern among GOP insiders that it may take someone;['Sarah Louise Heath Palin', 'Rep. Michelle Bachmann', 'Ronaldas Vilsonas Reiganas'];
;472;1297299746011485187;75400;Pledge to America'' campaign manifesto last fall.`` I'd rather do$ 100 billion in across-the-board cuts than$ 58 billion in selected cuts,'' <strong> Nancy Patricia D'Alesandro Pelosi </strong> <strong> Jeffrey Lane Flake </strong> of Arizona said afterward. <q> I haven't looked at the specifics on the list, but the grand total isn't sufficient for me, </q> added <strong> Nancy Patricia D'Alesandro Pelosi </strong> <strong> John Andrew Boehner </strong> Campbell of California.`` I think we have to do more than that, both because of what we told people we're going to do but also, frankly, almost more importantly;"['John Andrew Boehner', ""Nancy Patricia D'Alesandro Pelosi"", 'Jeffrey Lane Flake']";
;473;1296854256182026290;53609;reported late today. Rawan <strong> Mohamed Mustafa ElBaradei </strong>, a 10-year-old girl attending the Cairo rally with her mother and aunt, said she hoped`` someone better'' would replace <strong> Muhammad Hosni  Mubarak </strong>. A Better Life <q> We want to be educated in a better way. We want to be able to eat and drink in a better way. We want to have an apartment of our own, she said. </q> I hope things in this country will be better. I hope things will be ours and not someone else's.'' In Brussels, German Chancellor <strong> Angela Dorothea Kasner </strong> told reporters before a European Union summit that today;['Muhammad Hosni  Mubarak', 'Angela Dorothea Kasner', 'Mohamed Mustafa ElBaradei'];
;474;1294959798259424259;146499;"one another is entirely up to us.'' As finger-pointing emerged in Washington and beyond over whether harsh political rhetoric played a role in motivating the attack, <strong> President Barack Hussein Obama II </strong> sought to calm the rhetoric. <q> The forces that divide us are not as strong as those that unite us, </q> he said. <strong> President Barack Hussein Obama II </strong>'s appeal for unity played out against a deepening political debate. Earlier in the day, Republican <strong> Sarah Louise Heath Palin </strong>, criticized for marking <strong> Gabrielle Dee ""Gabby"" Giffords </strong>' district and others with the cross-hairs of a gun";"['Gabrielle Dee ""Gabby"" Giffords', 'President Barack Hussein Obama II', 'Sarah Louise Heath Palin']";
